REG ANS;DATA;IED;Fatur;EVA;EBITDATRAD;RSV;ROA;ROE;MEBITDA;PMRE;PMPE;Ciclo;Imob;PCT;CE;LC;LG;ISTR;IDC;IDA;TAM;HHI;CR4;CR8;CR12;CRn;Benefassist;Benefexcl;Beneftot;TKM;CMg;Lerner;Reclam;Ireclam;Segmentacao;Modalidade;Estado;FEA
327468;01/10/2009;0;11547364,66;194067,38;593485,02;0,25;0,07;0,11;0,1;13,73;33,37;-19,64;0,7;0,59;0,61;1,25;0,81;0,67;0;0,33;15,86;0,02;0,24;0,11;0,07;0,58;2242;0;2242;426,1;-1091,48;;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
327492;01/10/2009;0;785085,99;-41499,15;-34288,81;-0,19;-0,07;-0,27;-0,08;227,02;58,18;168,84;0,32;2,8;0,84;1,04;0,92;0,46;0;0,62;13,38;0,06;0,41;0,16;0,07;0,36;1529;0;1529;39,81;73,34;;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;RJ;0
327557;01/10/2009;0;27558334,75;-74817,67;9995,29;0,17;0,04;0,12;0,05;35,61;0;35,61;0;2,36;0,22;4,95;1,42;0,75;0;0,85;16,81;0,07;0,39;0,13;0,1;0,38;15153;0;15153;151,56;-346,26;;1;0,66;MÉDICO-HOSPITALAR;Autogestão;SC;0
327638;01/10/2009;0;5926269,13;262724,18;341914,56;0,32;0,17;0,48;0,13;16,82;0;16,82;0,09;1,74;0,54;2,06;1,43;0,68;0,01;0,18;14,55;0,02;0,24;0,11;0,07;0,58;3133;0;3133;154,24;-115,8;;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;MG;0
327689;01/10/2009;0;353779722;9453260,17;3476218,41;-0,11;-0,07;0,04;0,03;13,09;21,47;-8,37;0,1;;0,27;1,02;0,31;0,85;0,01;0,11;17,72;0,02;0,24;0,11;0,07;0,58;101145;0;101145;282,98;-412,76;;23;2,27;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;AL;0
327867;01/10/2009;0;6392921,32;1331,89;68327,52;0,01;0,01;0,06;0,03;20,22;24,91;-4,69;0,35;3,41;0,7;1,2;0,84;0,73;0,05;0,18;13,8;0,16;0,64;0,12;0,05;0,19;0;15954;15954;33,02;41,97;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SC;0
327999;01/10/2009;0;92765870,41;-5986879,99;11183509,93;0,18;0,01;0,01;0,24;17,59;20,46;-2,87;0,61;1,01;0,74;0,92;0,78;0,87;0,03;2,99;19,17;0,04;0,31;0,14;0,11;0,44;30948;0;30948;249,79;202,6;0,19;34;10,99;MÉDICO-HOSPITALAR;Filantropia;BA;0
328031;01/10/2009;0;0;239000,26;518987,54;0;0,06;0,13;0;0;0;0;0,06;1,21;0,94;1,71;1,72;0;0;0;16,16;0,02;0,24;0,11;0,07;0,58;27254;0;27254;0;0;;6;2,2;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;MT;0
328073;01/10/2009;0;41384298,72;-257586,27;5339284,58;-0,29;-0,21;;0,22;14,53;43,66;-29,13;0,19;9342,08;0,59;0,89;0,81;0,64;0,02;0,19;16,31;0,02;0,24;0,11;0,07;0,58;13610;0;13610;253,39;1292,65;;1;0,73;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
328201;01/10/2009;0;7789659,12;-110042,52;-56452,94;0,05;0,05;0,22;0,04;15,21;102,88;-87,67;0,47;3,54;0,84;0,81;0,67;0,57;0;0,39;14,48;0,06;0,41;0,16;0,07;0,36;5702;0;5702;108,89;-24,03;;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
328294;01/10/2009;0;54187251,39;491718,36;1449879,63;0,22;0,03;0,15;0,08;20;0;20;0,06;4,42;0,56;1,39;1,15;0,86;0,01;0,31;17,43;0,02;0,24;0,11;0,07;0,58;8130;0;8130;547,72;61,08;0,89;3;3,69;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
328308;01/10/2009;0;18265659,97;672308,93;707676,52;0,3;0,17;0,48;0,08;9,51;20,54;-11,04;0,14;1,84;0,48;2,75;1,33;0,75;0;0,16;15,4;0,02;0,24;0,11;0,07;0,58;11867;0;11867;128,24;31,41;0,76;1;0,84;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
328332;01/10/2009;0;3609166,61;44722,52;88760,87;0;0;0;0,05;24,66;28,47;-3,81;0,57;;0,41;0,81;0,33;0,56;0;0,43;13,45;0,06;0,41;0,16;0,07;0,36;3901;108;4009;70,42;30,98;0,56;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;AL;0
328375;01/10/2009;0;19236431,67;-346725,66;155306,68;0;0;0;0,03;14,87;34,3;-19,44;0,27;1,44;0,47;1,78;1,23;0,67;0;0,32;16,02;0,02;0,24;0,11;0,07;0,58;2804;0;2804;561,33;-542,42;;1;3,57;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RS;0
328537;01/10/2009;0;46010553,07;77789,12;775119,33;-0,01;0;-0,04;0,05;11,67;39,48;-27,8;0,69;10,1;0,89;0,37;0,34;0,71;0,07;0,2;16,3;0,06;0,41;0,16;0,07;0,36;29694;0;29694;127,91;80,89;0,37;9;3,03;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
328596;01/10/2009;0;14350565,12;-352155,75;526943,71;0,08;0,02;0,13;0,18;16,39;21,01;-4,62;0,16;4,8;0,32;2,09;1,02;0,68;0;0,39;16,12;0,02;0,24;0,11;0,07;0,58;2142;0;2142;541,7;-137,43;;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RS;0
328774;01/10/2009;0;71348,33;-203703,41;142037,83;-3,66;-0,09;-0,14;3,62;28,85;112,3;-83,45;0,6;0,62;1;1,03;1,05;0,01;0;55,01;14,3;0,06;0,41;0,16;0,07;0,36;53;0;53;103,23;58,22;0,44;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;RS;0
329207;01/10/2009;0;4415838,64;-60869,05;849709,81;-0,05;0;-0,01;0,37;6,1;85,12;-79,02;0,69;1,97;0,58;0,8;0,48;0,4;0,03;3,13;16,82;0,06;0,41;0,16;0,07;0,36;2059;0;2059;178,72;-39,74;;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;RJ;0
329266;01/10/2009;0;1314944,53;-30701,28;-19791,2;-0,1;-0,04;-0,27;-0,02;19,91;57,78;-37,87;0,06;5,74;0,81;1,36;1,1;0,4;0;0,66;13,96;0,06;0,41;0,16;0,07;0,36;4443;0;4443;24,66;-8,15;;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;RJ;0
329339;01/10/2009;0;87041698,76;-606864,57;913600,83;0,08;0,02;0,05;0,05;30,19;19,29;10,9;0,62;2,05;0,48;1,18;0,57;0,83;0,01;0,14;17,48;0,02;0,24;0,11;0,07;0,58;43865;0;43865;160,35;277,48;;2;0,46;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SC;0
329355;01/10/2009;0;18044867,81;-938989,73;-428192,24;-0,17;-0,04;-0,07;-0,03;29,39;21,1;8,29;0,7;0,94;0,5;1,21;0,61;0,78;0;0,17;16,22;0,04;0,31;0,14;0,11;0,44;14131;0;14131;106,41;192,21;;1;0,71;MÉDICO-HOSPITALAR;Filantropia;SP;0
329525;01/10/2009;0;60745345,91;-759999,31;797101,27;0,15;0,01;0,03;0,06;4,15;27,03;-22,88;0,27;2,53;0,5;0,98;1,02;0,94;0;0,27;17,54;0,06;0,41;0,16;0,07;0,36;21094;142;21236;224,89;-51,58;;4;1,88;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
329665;01/10/2009;0;4169725,73;117146,37;178871,67;1,06;0,16;0,23;0,1;43,34;30,87;12,46;0;0,4;1;3,49;3,49;0,91;0;0,02;14,21;0,07;0,39;0,13;0,1;0,38;607;0;607;569,82;15,38;0,97;0;0;MÉDICO-HOSPITALAR;Autogestão;ES;0
329886;01/10/2009;0;46734344,81;752141,99;830103,71;0,07;0,02;0,19;0,04;3,37;23,37;-20;0,08;9,45;0,25;0,81;1,02;0,75;0,01;0,26;17,15;0,02;0,24;0,11;0,07;0,58;34448;0;34448;112,71;118,28;;4;1,16;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
329967;01/10/2009;0;517583,9;21877,61;38521;0,21;0,46;0,82;0,13;0;0;0;0,64;0,77;1;0,82;0,82;0,62;0;0,24;10,87;0,16;0,64;0,12;0,05;0,19;0;3192;3192;13,51;4,31;0,68;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
330027;01/10/2009;0;8795808,07;622359,41;728473,46;0,71;0,53;0,87;0,16;8,95;6,92;2,03;0,03;0,63;1;2,51;2,51;0,8;0;0,08;14,18;0,07;0,39;0,13;0,1;0,38;4090;0;4090;179,21;110,5;0,38;0;0;MÉDICO-HOSPITALAR;Autogestão;ES;0
330108;01/10/2009;0;40266738,58;-163909,81;389628,42;0;0;0,01;0,03;49,25;25,08;24,17;0,32;4,37;0,64;1,01;0,83;0,79;0,01;0,29;16,06;0,02;0,24;0,11;0,07;0,58;24464;7;24471;135,63;377,08;;3;1,23;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;MG;0
330116;01/10/2009;0;9733888,05;-6433335,97;-3392150,61;0,9;0,03;0,06;0,51;1,94;39,38;-37,44;0,69;0,72;0,62;1,11;0,75;0,7;0,01;9,28;17,63;0,04;0,31;0,14;0,11;0,44;7056;0;7056;114,96;119,23;;0;0;MÉDICO-HOSPITALAR;Filantropia;SP;0
330264;01/10/2009;0;49357755,32;-57280,86;158772,39;0,09;0,07;0,24;0,03;23,96;32,63;-8,67;0,14;2,63;0,92;1,29;1,19;0,8;0,02;0,15;15,95;0,02;0,24;0,11;0,07;0,58;17053;0;17053;237,37;306,62;;6;3,52;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RJ;0
330281;01/10/2009;0;25472986,76;1436269,82;1456328,37;0,4;0,17;0,18;0,1;34,27;1,74;32,53;0,58;0,04;1;10,75;10,75;0,76;0;0,15;15,98;0,07;0,39;0,13;0,1;0,38;4320;0;4320;491,38;-208,34;;0;0;MÉDICO-HOSPITALAR;Autogestão;PB;0
330337;01/10/2009;0;8757838,39;-171478,9;792093,5;0,03;0;0,02;0,17;7,54;8,77;-1,23;0,84;2,84;0,26;0,8;0,22;0,59;0;0,54;16,49;0,04;0,31;0,14;0,11;0,44;4850;0;4850;150,48;-3714,67;;1;2,06;MÉDICO-HOSPITALAR;Filantropia;SP;0
330353;01/10/2009;0;21913072,73;-1526161,79;-1628215,23;-0,81;-0,71;3,63;-0,11;2,38;23,89;-21,51;0,32;;0,78;0,73;0,57;0,86;0;0,12;14,56;0,06;0,41;0,16;0,07;0,36;19498;0;19498;91,17;-368,47;;4;2,05;MÉDICO-HOSPITALAR;Medicina de Grupo;PR;0
330566;01/10/2009;0;40754852,22;1331703,29;2392194,97;0,34;0,18;0,27;0,14;16,95;25,37;-8,42;0,41;0,48;0,9;2,01;1,81;0,64;0,02;0,19;16,58;0,02;0,24;0,11;0,07;0,58;11288;0;11288;294,88;2899,48;;4;3,54;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RJ;0
330809;01/10/2009;0;40236645,38;1338976,06;2311836,02;1,62;0,22;0,26;0,15;13,79;0,03;13,76;0;0,15;1;7,61;7,61;0,91;0;0,01;16,62;0,07;0,39;0,13;0,1;0,38;3665;2025;5690;589,29;447,63;0,24;0;0;MÉDICO-HOSPITALAR;Autogestão;ES;0
330841;01/10/2009;0;524874,46;1645,85;52648,41;-0,08;-0,05;-7,86;0,18;36,39;0;36,39;0,68;155,63;0,84;0,38;0,32;0,2;0;0,71;12,89;0,16;0,64;0,12;0,05;0,19;0;3635;3635;11,68;;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
330876;01/10/2009;0;707748,55;-58839,63;281235,75;-0,73;-0,06;-29,16;0,79;33,64;0;33,64;0,36;524,1;1;0,64;0,64;0,4;0;26,05;15,04;0,04;0,31;0,14;0,11;0,44;508;0;508;116,1;463,31;;0;0;MÉDICO-HOSPITALAR;Filantropia;MG;0
330892;01/10/2009;0;5177017,57;281306,15;644754,31;0,59;0,18;0,21;0,28;3,04;49,46;-46,42;0,21;0,18;0,92;5,74;5,26;0,6;0,02;0,21;15,21;0,06;0,41;0,16;0,07;0,36;7342;0;7342;57,89;522,65;;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;SC;0
330957;01/10/2009;0;2622600,29;-1046515,07;-507391,47;-2,81;-0,3;-0,85;-0,32;0;0;0;0,94;1,87;0,64;0,13;0,09;0,75;0;1,63;15,13;0,04;0,31;0,14;0,11;0,44;1698;0;1698;128,71;-165,26;;0;0;MÉDICO-HOSPITALAR;Filantropia;SP;0
331104;01/10/2009;0;2674241,55;21177,08;39598,17;0,01;0,02;0,11;0,03;66,22;57,42;8,81;0,14;4,42;1;1,05;1,05;0,58;0,01;0,42;13,01;0,03;0,27;0,15;0,11;0,46;0;6864;6864;32,47;28,97;0,11;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;SP;0
331210;01/10/2009;0;300273,95;66546,5;102777,6;0,35;0,12;0,39;0,58;168,37;0;168,37;0,59;2,38;1;0,58;0,58;0,18;0;1,73;13;0,03;0,27;0,15;0,11;0,46;0;90;90;278,03;-18,86;;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;RS;0
331317;01/10/2009;0;188274047,7;-14699523,02;-8551803,21;0,06;0,02;0,02;0,02;0;0;0;0;0,16;0,93;7,82;7,35;0,72;0;0,12;18,51;0,07;0,39;0,13;0,1;0,38;42032;0;42032;373,28;-5088,67;;4;0,95;MÉDICO-HOSPITALAR;Autogestão;RJ;0
331341;01/10/2009;0;83527364,11;-121451,05;1747733,75;0,02;0,01;0,11;0,07;10,49;15,77;-5,28;0,38;18,29;0,5;0,45;0,66;0,82;0;0,2;17,13;0,02;0,24;0,11;0,07;0,58;42627;0;42627;161,63;122,36;0,24;4;0,94;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
331490;01/10/2009;0;44107596,81;53415,01;289912,42;0,06;0,04;0,19;0,02;15,94;60,01;-44,07;0,17;4,07;0,96;1;1,04;0,81;0,01;0,22;15,87;0,06;0,41;0,16;0,07;0,36;10543;6;10549;333,69;7628,15;;2;1,9;MÉDICO-HOSPITALAR;Medicina de Grupo;MA;0
331651;01/10/2009;0;28796614,14;993811,83;1471551,66;0,33;0,11;0,26;0,13;37,46;38,41;-0,95;0,16;1,37;0,31;4,61;1,45;0,68;0,01;0,27;16,63;0,02;0,24;0,11;0,07;0,58;18821;0;18821;127,5;117,69;0,08;4;2,13;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;MG;0
331805;01/10/2009;0;1001760,22;-1880954,68;-1543400,35;-29,97;-0,13;1,3;-2,44;7,12;8,46;-1,34;0,76;;0,46;0,38;0,22;0,84;0;19,41;16,95;0,04;0,31;0,14;0,11;0,44;680;0;680;122,76;708,19;;0;0;MÉDICO-HOSPITALAR;Filantropia;SP;0
331856;01/10/2009;0;3140524,41;-206815,34;-111202,04;-0,41;-0,15;-0,17;-0,05;46,99;12,71;34,28;0,13;0,09;1;7,27;10,3;0,82;0;0,22;13,71;0,06;0,41;0,16;0,07;0,36;915;0;915;286,02;-473,08;;4;43,72;MÉDICO-HOSPITALAR;Medicina de Grupo;MT;0
331872;01/10/2009;0;292736224,2;2172376,7;5644517,95;0,02;0;0,03;0,04;50,13;35,1;15,03;0,48;9,27;0,61;0,7;0,58;0,86;0;0,16;18,5;0,02;0,24;0,11;0,07;0,58;148608;0;148608;160,93;144,96;0,1;48;3,23;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
331988;01/10/2009;0;226092599,9;-1931021,54;1387653,98;0,19;0,08;0,12;0,05;19,85;0;19,85;0,02;0,5;0,81;3,6;2,93;0,8;0;0,1;17,96;0,07;0,39;0,13;0,1;0,38;78350;497;78847;238,96;22,8;0,9;7;0,89;MÉDICO-HOSPITALAR;Autogestão;RJ;0
332101;01/10/2009;0;289842,58;-152781,26;-116985,13;-1,22;-6,49;1,93;-0,7;36,53;0;36,53;0,1;;0,31;0,66;0,21;0,09;0;1,27;10,26;0,16;0,64;0,12;0,05;0,19;0;591;591;38,7;-3,53;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
332291;01/10/2009;0;1389243,06;744116,6;1032650,13;3,89;1,09;1,52;1,27;41,72;0;41,72;0,44;0,39;1;2,01;2,01;0,75;0,27;0,32;13,49;0,06;0,41;0,16;0,07;0,36;2334;0;2334;48,6;-32,39;;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;SC;0
332615;01/10/2009;0;81109752,88;-1680664,87;-881256,98;-0,21;-0,16;-2,32;-0,01;21,07;7,06;14,01;0,44;13,58;0,87;0,58;0,61;0,82;0,01;0,19;16,27;0,06;0,41;0,16;0,07;0,36;65263;0;65263;102,64;129,61;;11;1,69;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
332950;01/10/2009;0;574153,76;138300,6;168344,34;0,42;3,95;36,83;0,49;1,73;0;1,73;0,11;8,32;1;1;1;0,04;0;0,48;10,48;0,16;0,64;0,12;0,05;0,19;0;3110;3110;15,38;-7,2;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;MG;0
332992;01/10/2009;0;284192,49;6013,52;11717,05;0,13;0,05;0,14;0,07;25,35;0;25,35;0;1,99;1;1,4;1,5;0,7;0;0,24;11,84;0,16;0,64;0,12;0,05;0,19;0;2559;2559;8,92;;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
333051;01/10/2009;0;192199678,4;3732326,02;4022902,6;0,16;0,05;0,46;0,06;1,92;32,14;-30,22;0,22;8,1;0,36;1,35;0,87;0,74;0,02;0,13;18,35;0,02;0,24;0,11;0,07;0,58;89601;0;89601;178,76;-67,99;;41;4,58;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
333221;01/10/2009;0;84975910,11;-2908076,79;-2775825,54;-0,17;-0,14;-1,22;-0,04;29,84;24,61;5,24;0,22;7,97;0,73;1,11;0,88;0,74;0,01;0,34;16,62;0,02;0,24;0,11;0,07;0,58;42928;12628;55556;126,5;9,03;0,93;1;0,18;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
333239;01/10/2009;0;2982843,93;39354,32;113021,21;0,08;0,03;0,07;0,07;139;29,5;109,5;0,56;1,12;0,38;2,21;0,83;0,53;0;0,38;14,53;0,16;0,64;0,12;0,05;0,19;0;32893;32893;7,26;12,47;;2;0,61;MÉDICO-HOSPITALAR;Odontologia de Grupo;CE;0
333328;01/10/2009;0;12545422,18;-475526,77;-150311,37;-0,17;-0,17;-0,44;-0,02;80,31;31,45;48,86;0,32;1,6;0,96;1,04;1,11;0,61;0;0,17;14,89;0,06;0,41;0,16;0,07;0,36;4616;0;4616;226,48;-3488,65;;2;4,33;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
333514;01/10/2009;0;8646809,34;-4126249,09;89908,42;2,88;-0,06;-0,12;0,04;8,27;36,59;-28,32;0,76;0,98;0,58;0,82;0,49;1,08;0;1,72;16,74;0,04;0,31;0,14;0,11;0,44;8457;0;8457;85,2;361,09;;0;0;MÉDICO-HOSPITALAR;Filantropia;MG;0
333620;01/10/2009;0;2551622,21;318196,95;377899,9;0,51;0,3;0,46;0,37;10,34;0;10,34;0,07;0,51;0,16;12,06;2,76;0,29;0;0,44;14,37;0,16;0,64;0,12;0,05;0,19;0;5023;5023;39,52;-16,15;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;PR;0
333662;01/10/2009;0;102766522,6;-832383,34;330230,31;0,08;0,02;0,07;0,02;44,59;14,97;29,62;0,15;1,98;0,64;1,36;1,28;0,88;0;0,12;16,97;0,02;0,24;0,11;0,07;0,58;24427;0;24427;348,19;131,07;0,62;4;1,64;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;MS;0
333689;01/10/2009;0;879698210,7;2960550,09;4057914,81;0,12;0,05;0,19;0,01;30,38;28,74;1,64;0,01;2,56;0,97;1,36;1,38;0,94;0;0,04;18,15;0,06;0,41;0,16;0,07;0,36;235369;12267;247636;296,03;76,55;0,74;23;0,93;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;1
333719;01/10/2009;0;7924169,83;-88865,38;48011,8;0,09;0,06;0,1;0,06;90,45;0,11;90,34;0,04;0,7;0,75;3,11;2,34;0,45;0;0,11;15,22;0,02;0,24;0,11;0,07;0,58;2301;0;2301;286,98;559,59;;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;PI;0
333808;01/10/2009;0;22939223,86;-398320,48;288495,49;-0,06;-0,01;-0,02;0,03;2,16;28,46;-26,3;0,69;0,82;0,93;0,73;0,68;0,84;0;0,48;16,08;0,04;0,31;0,14;0,11;0,44;15066;0;15066;126,88;-13,03;;0;0;MÉDICO-HOSPITALAR;Filantropia;SP;0
333867;01/10/2009;0;5458200,98;-565388,9;-216184,17;-0,01;0;0;0,03;83,87;41,11;42,76;0,13;0,19;1;5,45;5,56;0,92;0;0,43;15,42;0,06;0,41;0,16;0,07;0,36;3969;0;3969;114,6;216,98;;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;RS;0
333875;01/10/2009;0;16051165,71;-1148372,45;4140610,25;2,88;0,07;0,11;0,47;8,04;36,17;-28,13;0,55;0,61;0,83;1,45;1,19;0,91;0,01;2,62;17,46;0,04;0,31;0,14;0,11;0,44;7939;0;7939;168,48;469,84;;1;1,26;MÉDICO-HOSPITALAR;Filantropia;MG;0
334057;01/10/2009;0;203447,17;-32126,34;-383,27;-0,6;-0,22;-1,14;0;32,78;0;32,78;0,83;4,3;0,48;0,44;0,21;0,51;0;0,66;11,97;0,16;0,64;0,12;0,05;0,19;0;3631;3631;4,41;-4,82;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
334154;01/10/2009;0;50899246,09;859155,32;2846109,5;0,02;0;0,06;0,12;27,85;13,11;14,73;0,41;15,4;0,41;0,74;0,63;0,8;0;0,13;17,02;0,02;0,24;0,11;0,07;0,58;24350;0;24350;171,22;737,62;;3;1,23;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
334243;01/10/2009;0;5458614,84;-1021,61;19937,55;0,01;0,01;0,03;0,03;15,2;81,28;-66,07;0,26;4,97;0,68;1,03;0,89;0,53;0,03;0,41;14,21;0,03;0,27;0,15;0,11;0,46;0;23775;23775;18,36;-4,85;;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;SP;0
334511;01/10/2009;0;11613279,87;23551,86;235765,53;0,03;0,01;0,05;0,07;135,2;9,04;126,16;0,08;4,02;0,9;1,18;1,15;0,63;0,01;0,44;16,05;0,02;0,24;0,11;0,07;0,58;3654;0;3654;257,16;9336,26;;1;2,74;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
334561;01/10/2009;0;254484522,9;-6063259,47;-4629449,47;-0,24;-0,04;-0,34;0;34,6;23,87;10,73;0,27;8,03;0,22;1,08;0,82;0,86;0,01;0,14;18,72;0,02;0,24;0,11;0,07;0,58;88165;0;88165;240,54;1062,01;;14;1,59;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SC;0
334588;01/10/2009;0;120128915,2;-247349,85;3113447,57;0,02;0,03;0,08;0,06;32,34;27,93;4,41;0,22;1,46;0,96;1,3;1,31;0,38;0,04;0,55;16,84;0,16;0,64;0,12;0,05;0,19;0;499924;499924;19,11;15,95;0,17;14;0,28;MÉDICO-HOSPITALAR;Odontologia de Grupo;CE;0
334651;01/10/2009;0;40863485,79;-6921628,36;-3676535,83;-0,51;-0,11;-0,2;-0,14;9,44;7,13;2,32;0,78;0,81;0,96;0,43;0,49;0,62;0,01;1,73;17,57;0,04;0,31;0,14;0,11;0,44;20636;0;20636;165,02;72,71;0,56;0;0;MÉDICO-HOSPITALAR;Filantropia;SP;0
334685;01/10/2009;0;8731226,51;29133,23;95986,41;0,01;0,01;0,04;0,02;50,99;48,7;2,29;0,17;2,07;0,8;1,54;1,23;0,78;0;0,18;14,12;0,07;0,39;0,13;0,1;0,38;1471;0;1471;494,63;-272,23;;0;0;MÉDICO-HOSPITALAR;Autogestão;MT;0
334774;01/10/2009;0;1209984,26;4848,46;33488,06;0;0;0,01;0,05;99,2;52,01;47,2;0,06;2,94;0,61;2,06;1,26;0,55;0;0,4;12,87;0,03;0,27;0,15;0,11;0,46;0;2412;2412;41,8;17,48;0,58;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;RJ;0
334847;01/10/2009;0;6779766,29;-36689,56;178715,19;0,31;0,07;0,15;0,07;29,78;33,58;-3,79;0,17;1,17;0,69;2,22;1,54;0,88;0,01;0,41;14,61;0,02;0,24;0,11;0,07;0,58;5256;0;5256;103,64;1,57;0,98;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;GO;0
335070;01/10/2009;0;31798115,5;-1720948,88;-1522272,87;-0,36;-0,43;3,37;-0,07;2,1;13,31;-11,22;0,72;;0,52;0,49;0,25;0,75;0,04;0,26;15,19;0,06;0,41;0,16;0,07;0,36;12573;0;12573;203,41;75,37;0,63;3;2,39;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
335100;01/10/2009;0;336630969,5;-844220,99;463329,67;0,09;0,03;0,13;0,03;32,32;45,46;-13,14;0,11;4,34;0,51;1,61;1,1;0,84;0;0,12;18,53;0,02;0,24;0,11;0,07;0,58;101491;0;101491;268,8;-1997,61;;25;2,46;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
335215;01/10/2009;0;48309696,85;-37283,26;236317,46;0,02;0,01;0,06;0,02;27,33;17,3;10,03;0,18;6,18;0,52;1,02;0,95;0,72;0,01;0,21;16,62;0,02;0,24;0,11;0,07;0,58;15251;0;15251;263,01;-409,2;;11;7,21;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RJ;0
335258;01/10/2009;0;24430312,62;-819749,01;-196304,69;0,14;0,04;0,12;0,09;5,74;24,48;-18,73;0,17;1,71;0,21;2,51;1,31;0,68;0,02;0,31;16,46;0,03;0,27;0,15;0,11;0,46;0;52763;52763;36,18;4,85;0,87;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;CE;0
335410;01/10/2009;0;2012684,94;315045,4;296185,77;0,19;0,5;0,91;0,27;8,12;30,75;-22,63;0,23;0,8;0,92;1,88;1,74;0,23;0;0,37;12,73;0,16;0,64;0,12;0,05;0,19;0;6831;6831;23,22;26,72;;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
335479;01/10/2009;0;105150795,7;-2333766,04;-478555,09;0;0;0,01;0,01;19,44;14,84;4,6;0,33;0,95;0,77;1,51;1,37;0,31;0,02;0,35;17,17;0,02;0,24;0,11;0,07;0,58;32976;0;32976;265,73;-612,86;;8;2,43;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RJ;0
335517;01/10/2009;0;28519293,5;348566,01;963043,78;0,37;0,11;0,22;0,1;21,15;8,73;12,42;0,21;0,98;0,43;3,14;1,6;0,79;0;0,17;16,26;0,02;0,24;0,11;0,07;0,58;13939;0;13939;166,79;-123,74;;1;0,72;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;MG;0
